656,364,359,398,420,402,427,445,427,461,502,501,509,505,558,598,635,612,655,672,674,700,801,775,773,782,814,871,894,904,949,968,968,1030,1021,1096,1072,1134,1170,1196,1237,1262,1301,1386,1392,1391,1396,1436,1558,1535,1535,1597,1671,1679,1765,1780,1820,1833,1900,1901,1915,1989,2125,2023,2097,2167,2169,2217,2334,2253,2343,2478,2473,2575,2479,2517,2562,2637,2705,2792,2821,2850,2864,2970,2962,3012,3055,3139,3102,3029,3171,3193,3221,3255,3375,3409,3459,3567,3569,3622,3606,3726,3610,3765,3755,3812,3734,3839,3960,3952,4021,4148,3969,4068,4050,4223,4131,4326,4304,4300,4468,4520,4526,4506,4606,4543,4660,4714,4749,4800,4758,4767,4898,4922,4982,4881,5059,5110,5142,5182,5264,5199,5165,5400,5408,5335,5232,5296,5497,5444,5409,5560,5535,5548,5635,5540,5611,5745,5763,5743,5750,5851,5875,5799,5897,6024,5893,5942,6061,6003,5993,6055,6001,6163,6012,6224,6200,6214,6211,6259,6289,6273,6330,6324,6278,6314,6469,6377,6509,6293,6344,6336,6405,6415,6447,6280,6536,6495,7041,0,
673,315,365,377,410,408,404,443,450,529,470,514,517,519,534,567,624,652,589,633,667,709,743,799,702,801,819,833,884,955,941,937,952,1017,1062,1063,1072,1247,1210,1187,1265,1280,1270,1283,1379,1397,1437,1473,1591,1578,1654,1604,1680,1734,1780,1745,1895,1826,1896,1950,1966,2121,1979,2004,2198,2137,2253,2272,2309,2301,2386,2469,2343,2569,2521,2639,2594,2667,2761,2750,2781,2813,2881,2900,2995,3077,3094,3053,3235,3278,3178,3325,3404,3468,3443,3395,3483,3444,3587,3574,3637,3636,3741,3770,3817,3768,4018,3904,4041,3927,4085,4034,4243,4232,4330,4253,4249,4416,4487,4442,4466,4392,4642,4618,4610,4675,4659,4800,4815,4750,4825,4943,4831,5140,5003,5034,5100,5195,5209,5309,5212,5119,5478,5320,5445,5369,5482,5515,5492,5476,5480,5701,5716,5647,5674,5741,5787,5747,5654,5975,5927,5917,5875,5963,5940,5941,6052,6050,6023,6237,6200,6155,6189,6309,6321,6259,6254,6227,6339,6324,6321,6463,6462,6365,6307,6461,6350,6464,6439,6569,6466,6520,6580,6434,6492,6639,6639,6486,7539,0,
698,380,353,363,384,444,460,460,427,467,506,583,559,560,574,568,608,642,648,694,673,784,780,804,790,835,901,910,941,974,969,1040,1098,1041,1099,1165,1199,1198,1289,1232,1351,1351,1389,1437,1449,1508,1593,1586,1589,1621,1716,1732,1743,1792,1861,1828,1984,1945,2060,2037,2210,2162,2253,2294,2272,2319,2480,2378,2467,2516,2535,2575,2707,2640,2706,2832,2852,2910,2905,2968,3031,3056,3080,3245,3217,3188,3372,3390,3245,3483,3602,3433,3493,3643,3637,3625,3756,3748,3845,3978,3824,3963,4023,3973,4141,4214,4219,4188,4248,4225,4368,4402,4452,4539,4497,4556,4659,4579,4844,4848,4812,4755,4787,4945,4843,5063,4991,5249,5087,5278,5339,5265,5312,5307,5373,5359,5442,5421,5467,5544,5558,5624,5775,5764,5729,5750,5843,5845,5866,5969,5995,6132,5919,6088,6245,6073,6193,6235,6419,6349,6294,6379,6411,6407,6420,6490,6565,6557,6619,6605,6621,6775,6764,6761,6735,6748,6569,6754,7056,6856,6865,6974,6890,6896,6693,6956,7009,6952,7115,7004,6962,7057,7089,7087,7013,7208,7057,7413,8183,0,
728,367,416,382,440,415,447,461,486,538,553,541,546,648,637,630,664,681,706,723,735,737,829,854,882,903,929,960,1031,1034,1072,1088,1207,1143,1197,1257,1249,1281,1304,1327,1405,1446,1425,1504,1612,1612,1654,1679,1689,1789,1791,1812,1907,1903,2046,2075,2048,2067,2227,2295,2316,2233,2318,2460,2420,2480,2556,2626,2594,2812,2800,2809,2908,2927,2921,3011,3075,3133,3090,3311,3219,3267,3382,3495,3531,3530,3548,3651,3673,3686,3669,3657,3803,3866,3946,3937,4055,4040,4168,4149,4201,4255,4260,4482,4315,4452,4470,4542,4564,4690,4614,4621,4752,4819,5117,4950,5034,4868,4873,5125,5134,5275,5319,5442,5414,5433,5568,5433,5556,5480,5599,5573,5748,5688,5762,5863,5875,6063,5961,5984,6136,6248,6241,6157,6109,6301,6212,6328,6419,6266,6337,6483,6651,6666,6665,6614,6680,6656,6859,6813,6963,6894,6909,6889,7041,7077,6955,7118,7077,7153,7246,7299,7200,7332,7314,7317,7401,7367,7435,7581,7324,7453,7515,7628,7533,7632,7733,7604,7668,7773,7750,7630,7790,7783,7610,7964,7966,8442,9116,0,
799,407,379,417,426,446,451,435,510,526,502,559,575,668,611,623,666,724,777,783,808,807,823,906,961,968,1006,1038,1072,1141,1132,1193,1185,1237,1294,1291,1300,1395,1444,1471,1567,1596,1535,1696,1647,1755,1735,1872,1831,1865,1928,2000,1991,1993,2129,2200,2200,2324,2312,2357,2412,2593,2568,2491,2602,2691,2711,2760,2948,2910,2890,3019,3146,3175,3149,3290,3262,3341,3334,3464,3417,3472,3580,3628,3674,3667,3812,3753,3912,4099,3913,4045,4192,4232,4107,4347,4332,4423,4426,4430,4506,4539,4705,4702,4754,4775,4824,4933,4864,4961,4947,5180,5250,5190,5334,5304,5535,5418,5462,5476,5608,5782,5592,5627,5997,5794,5866,5903,5995,6017,6162,6302,6250,6261,6247,6277,6321,6386,6416,6495,6498,6548,6750,6747,6923,6910,6924,7047,7017,7123,6975,6923,7106,7268,7288,7331,7360,7505,7258,7370,7370,7657,7646,7543,7612,7752,7876,7781,7774,7792,8082,7880,8010,7921,8082,7964,8185,8044,8220,8134,8136,8386,8305,8177,8179,8467,8295,8428,8276,8455,8645,8263,8515,8475,8355,8613,8765,8973,9903,0,
727,409,386,444,429,464,464,491,499,553,582,640,624,667,676,648,732,728,727,779,845,845,910,914,1026,992,1046,1101,1104,1172,1203,1270,1320,1268,1301,1407,1432,1465,1490,1494,1608,1672,1741,1781,1731,1850,1920,1995,1904,1987,2126,2150,2230,2189,2241,2396,2415,2378,2519,2614,2662,2742,2837,2851,2836,2902,3029,3024,2997,3186,3188,3317,3302,3426,3325,3454,3427,3697,3671,3777,3781,3927,3851,4048,4130,4118,4188,4176,4331,4288,4358,4369,4623,4526,4725,4595,4677,4756,4867,4986,4845,4918,5034,5142,5050,5163,5303,5430,5518,5383,5541,5546,5639,5765,5833,5818,5805,5861,5954,6087,6088,6189,6210,6241,6178,6414,6496,6473,6527,6696,6730,6730,6753,6879,6845,6828,7074,7023,7238,7265,7189,7419,7415,7451,7348,7396,7389,7687,7623,7716,7709,7653,7758,7857,7833,7999,7951,8116,8082,8049,7982,8245,8241,8480,8366,8476,8384,8305,8529,8632,8555,8543,8833,8887,8789,8782,8920,8699,9056,9010,8954,9107,9145,8979,9179,9179,9147,9350,9190,9380,9119,9229,9425,9213,9297,9505,9755,9841,11078,0,
832,414,414,451,489,452,530,530,579,565,604,658,729,684,736,732,758,791,835,866,890,920,934,1062,1049,1066,1144,1121,1176,1245,1232,1332,1352,1392,1498,1502,1555,1656,1720,1669,1753,1763,1777,1921,1974,2016,2098,2135,2045,2218,2242,2364,2440,2433,2441,2585,2583,2724,2743,2877,2919,2985,2880,2986,3189,3227,3185,3286,3291,3454,3375,3525,3570,3579,3780,3825,3828,3979,3891,4114,4078,4241,4266,4317,4306,4454,4444,4427,4542,4586,4676,4777,4840,4899,5061,5147,5030,5196,5165,5244,5317,5436,5492,5560,5597,5721,5860,5975,5953,6064,6054,6042,6252,6208,6231,6322,6289,6647,6338,6615,6632,6660,6756,7127,6997,7097,7024,7234,7160,7224,7227,7414,7474,7528,7594,7620,7714,7796,7714,7922,7862,8003,7949,8178,8044,8202,8324,8320,8284,8399,8603,8609,8703,8635,8685,8588,8763,8837,8848,8973,9067,9165,9179,9242,9243,9212,9427,9359,9371,9511,9430,9561,9573,9656,9626,9892,9804,9759,9806,9775,9841,9972,9956,9980,10004,10208,10229,9957,10403,10235,10297,10246,10145,10396,10531,10549,10707,10941,12207,0,
771,403,447,438,486,529,548,550,592,648,631,654,665,739,771,746,840,870,869,913,973,969,1047,1092,1042,1135,1158,1197,1214,1288,1374,1348,1407,1396,1483,1542,1649,1745,1764,1799,1872,1947,2028,1954,2114,2126,2143,2272,2247,2496,2418,2500,2537,2718,2667,2738,2725,3009,2974,3006,3081,3143,3234,3348,3348,3352,3438,3536,3586,3573,3921,3729,3961,4042,4094,4080,4109,4229,4386,4323,4442,4556,4635,4690,4624,4750,4856,4922,5111,5096,5101,5217,5285,5616,5387,5433,5690,5616,5732,5961,5897,5891,5949,6082,6106,6318,6311,6383,6551,6391,6534,6569,6709,6739,6964,6989,7031,7249,6934,7246,7345,7503,7534,7533,7556,7707,7840,7904,7951,7807,8024,8152,8040,8342,8248,8255,8484,8544,8522,8564,8624,8744,8846,8877,8968,9019,9058,9238,9201,9312,9408,9464,9431,9504,9680,9659,9621,9937,9799,9967,9889,10174,10107,10137,10436,10364,10427,10409,10492,10516,10543,10568,10573,10770,10783,10757,10677,10888,10892,11055,10906,11093,11160,11164,11287,11075,11199,11197,11347,11468,11190,11561,11639,11448,11593,11665,11899,12088,13382,0,
832,435,462,490,545,525,580,590,630,599,701,725,734,785,785,849,838,899,893,938,1019,1024,1069,1071,1173,1193,1217,1318,1356,1414,1518,1531,1605,1627,1661,1824,1796,1840,2021,1990,2006,2055,2104,2191,2339,2313,2372,2405,2552,2664,2774,2727,2863,2969,3033,3084,3081,3225,3159,3330,3430,3505,3504,3601,3603,3752,3836,3909,3948,4136,4072,4156,4161,4397,4421,4530,4554,4684,4822,4786,4931,4997,5184,5179,5282,5252,5381,5439,5513,5583,5721,5777,5776,5913,5979,6187,6184,6177,6079,6265,6385,6585,6696,6720,6724,6956,6909,7172,6972,7228,7207,7263,7488,7316,7660,7747,7716,7851,7884,7986,8193,8141,8248,8281,8368,8555,8545,8565,8849,8792,8919,8986,9100,9330,9215,9236,9272,9484,9608,9728,9857,9929,9748,9960,10086,10086,10321,10273,10378,10530,10568,10648,10689,10672,10877,10733,10993,10946,11078,11056,11052,11346,11149,11254,11533,11424,11464,11599,11713,11758,11803,11745,11896,11911,12143,11953,11919,12228,12240,11903,12378,12122,12447,12221,12584,12290,12463,12545,12638,12467,12597,12764,12881,13151,12882,13068,13294,13566,15040,0,
932,473,520,517,526,550,593,627,658,672,708,733,793,804,893,874,938,993,1045,1082,1126,1067,1123,1219,1277,1402,1443,1424,1473,1543,1575,1594,1660,1823,1829,1903,1927,2113,2025,2102,2220,2323,2277,2443,2505,2593,2678,2763,2695,2922,2822,2930,3150,3183,3195,3348,3444,3589,3565,3612,3692,3795,3896,3929,4156,4074,4127,4204,4481,4467,4626,4605,4754,4736,4955,5002,5039,5242,5127,5438,5467,5548,5590,5742,5808,5865,5936,5939,6174,6284,6434,6309,6468,6616,6876,6717,6741,7022,7054,7242,7073,7334,7342,7293,7637,7770,7699,7748,7892,8126,8130,8208,8332,8724,8528,8788,8616,8883,8843,8930,9089,9302,9331,9121,9500,9570,9706,9904,9902,9914,10033,10273,10142,10150,10219,10573,10600,10609,10855,10982,11008,11208,11260,11235,11230,11294,11448,11544,11518,11633,12053,11739,12103,11912,12214,12298,12078,12312,12541,12526,12753,12582,12755,12724,12814,12866,13038,12787,13088,13253,13193,13188,13284,13650,13413,13462,13524,13791,13806,13617,13902,13734,13933,14028,14079,14046,14018,14260,14271,14396,14516,14357,14522,14541,14714,14687,15066,15356,16950,0,
