45491,29326,29994,30877,32088,33263,34243,35009,35762,36836,38172,39005,40262,41701,42828,43861,45325,46274,47340,49228,50364,51677,53498,54911,56273,57528,59787,61655,63390,64246,66290,68399,70439,72218,74043,75546,77149,79687,81941,84051,86473,88495,90934,92097,94611,97417,99443,101945,104405,107192,109223,111884,113753,116962,119326,122452,124815,127707,131103,132963,136055,138444,141205,144322,146870,149800,152613,155716,158545,162243,164484,167431,171128,174454,176637,180710,183211,185182,189484,192025,195802,198692,202356,205292,208401,211382,214850,217451,221382,224574,227536,230722,234198,236799,240011,243044,246166,250061,252545,255026,258579,262108,265306,268341,270861,274600,277405,279997,282666,285926,289240,291893,295300,296926,300194,303959,306194,309379,311832,314250,317164,319739,322219,324759,328468,330456,331899,334358,336611,338777,341562,343996,346201,348675,351182,353455,355982,358236,359982,361112,363011,364094,366399,367884,370047,372063,373497,374268,376391,378748,380268,382606,381349,382792,386059,386311,387544,387918,389916,390397,391668,392990,392706,393983,394152,395143,394960,395808,396980,396950,398148,398795,398428,398509,397929,398402,398146,397782,396524,396938,396904,396162,396308,395336,394213,393333,393213,392231,390460,387929,386361,385523,383872,382077,380074,377445,374786,372259,393791,0,
44110,27445,28418,29120,30276,31363,32290,33251,34311,35117,35996,37168,38458,39419,40890,41777,43253,44051,45193,46986,48443,50109,51169,52451,54160,55617,57134,59091,60784,62389,63986,65967,67833,69846,71621,73044,74975,77027,78815,81225,83248,86068,87741,89351,92156,94186,96469,98993,101732,103479,106019,108986,110600,113010,115918,118340,121457,124133,126828,129965,131971,135349,137909,140116,142668,144825,147948,151713,154453,157866,160405,163500,166229,169916,172156,174842,178277,181210,184216,187263,190642,193763,196458,199465,202901,206437,209400,211360,214753,218235,222075,224880,227656,230729,234131,237335,239312,243990,245911,249053,252172,255177,257880,261025,264241,266519,269893,273178,275950,278759,281189,284514,288161,288698,292732,296168,299095,301115,303817,306275,309307,311852,314182,316938,319769,321581,323693,325591,328438,330651,332889,335887,338178,340173,343017,344685,347733,349870,350154,351248,353344,355540,358292,359148,360918,363125,364782,366324,366903,368910,369944,371596,372643,374169,375403,376445,377802,379016,380278,381246,382343,382449,384058,385347,384704,385440,387047,387079,388042,388854,389100,389078,388269,389084,389125,388944,387771,388017,388596,388016,387399,387405,386893,385480,384984,385077,383675,382791,381504,380194,378853,376583,373752,372863,370646,368632,366215,363271,387966,0,
45037,28334,29109,29777,30837,31803,33292,34166,35376,36496,37039,38383,39616,40750,42075,43121,44595,45624,46826,48341,50096,51499,53478,54381,56398,57794,59585,61533,63003,64498,66611,68617,70167,72368,74227,76060,78060,80122,82021,84782,86823,89191,91483,93058,96352,98104,100888,103055,105729,108617,111164,113750,116040,118467,121627,123788,126911,130452,132905,135708,138250,141105,144297,146925,149585,152970,155105,158785,162727,165192,168372,171244,174910,177860,181122,183434,187455,189971,193643,196680,199554,203327,205967,209452,213550,215894,219343,223123,226758,229864,233464,235479,238958,242222,246450,249309,251851,255717,258166,261084,265103,267931,271168,273779,277595,280429,283391,287429,290214,293025,294789,298560,301582,304506,308675,311286,314518,316713,319329,321528,325310,327523,330316,332548,335323,338023,340219,342455,345285,347504,351239,353665,355415,358408,359830,360601,363108,364714,366331,369334,371753,374213,375052,377626,379217,379899,382607,383369,385442,387231,388677,389664,390586,392868,393748,395291,397242,397548,398906,399798,400889,401113,401966,402173,403555,404992,406410,405545,407102,406041,406431,407173,406740,407089,406962,406906,407178,407047,407043,406376,405938,405914,405812,405099,403304,402791,401348,399950,399089,397552,396661,394519,392887,391003,389008,386950,383326,379191,404985,0,
45754,29115,30006,30803,31857,32701,33849,34710,36034,37394,38432,39440,40757,41812,43377,44970,45941,47306,48413,49770,51411,53530,55103,56242,58287,60244,61735,63768,65499,67131,68958,70963,72808,75431,77211,78781,81468,83157,85721,88442,90343,92647,95382,97563,100555,102919,104925,107636,110017,113280,116188,118975,121179,124422,127342,129488,132367,135953,139194,142265,144913,147545,150589,153637,157081,160576,163076,165904,170001,174039,176980,179822,182974,186660,189246,193396,196401,199122,202641,206624,209358,213232,215862,219771,223820,227514,230471,233823,237917,241442,244957,247999,251464,254694,258256,262385,264490,268066,271331,274373,278313,281061,285080,288034,290714,295168,299258,302337,304940,306930,309483,313450,317177,320657,324061,326568,329269,333258,336254,338899,340989,343707,346205,348715,352864,354459,357331,360313,361965,364818,368424,370625,373084,374501,376226,377882,379757,382695,385448,387733,390274,392035,393111,395777,397441,397879,400780,403064,403930,405976,406125,407674,409518,412136,412991,414382,414798,416150,417630,418816,418810,420108,422001,422938,423425,423978,423991,423955,424502,425289,425812,425428,426425,427074,426879,427356,427775,425883,426255,425781,425752,425085,423547,422874,423555,421777,420672,418380,418658,417787,415000,412192,410300,409601,406989,403723,399380,395350,421873,0,
46809,29658,30590,31907,32489,33608,34705,35827,36810,38411,39427,40390,41842,43179,44342,46015,47008,48527,50563,51754,52841,54820,56436,58238,60122,61923,63758,65828,67956,70091,71237,73786,75899,78320,80273,81659,84606,86768,88875,91909,94298,96617,99152,101596,104528,106820,109873,112218,114889,118488,121503,124220,127215,129447,133278,135550,138691,141603,144870,147950,151287,154489,157819,161583,164975,167573,170977,174351,178194,182554,185930,188813,192066,195508,198287,202259,205930,210091,213593,216462,220124,223949,227618,230479,235174,238950,242582,245643,249845,253383,257106,260200,264496,267144,270409,274473,278586,281672,284846,288627,292443,295425,299175,302556,305817,310688,313809,316658,319939,322451,325753,329143,332383,335950,340058,343453,345999,349469,351928,354887,357320,359975,364034,366700,369874,372102,373989,377155,380022,382562,386461,388354,390240,392194,394363,396096,399228,401857,403583,406660,409160,410320,412192,415588,416474,417912,419630,422067,423561,424877,426861,428415,429061,430001,433278,434655,434457,436940,437135,437871,439886,440170,441559,442033,442767,443414,443200,443648,443808,444587,444879,447194,446582,446706,446324,447008,446612,445295,444867,445953,444862,444254,444756,444445,443187,441812,440080,438903,436808,435060,433552,431113,429428,426984,423084,420327,416954,413367,439774,0,
47665,30429,31400,32434,33447,34550,35579,36638,37948,39258,40610,41723,43087,44274,45734,47424,48830,50001,51845,53162,54963,56738,58292,60429,62200,64069,65875,67951,70259,72301,73869,76617,78794,81323,83449,85687,87375,90569,92514,95399,98175,100545,103116,106299,108939,111665,114190,117129,120354,123302,126867,129955,132894,135592,139384,141913,145465,147997,151433,154881,158603,161946,166058,168865,172049,176055,179766,183600,186890,191506,194460,197579,201317,205073,209093,212259,216192,219582,223709,227245,231037,234550,239026,242767,246460,250393,255018,257907,262020,265500,269494,273969,277004,281140,284490,288969,293457,296342,299269,303414,306688,310165,314258,318369,321950,325497,328287,332215,336103,338804,342850,345643,349861,352999,356609,360270,362696,365670,369937,372460,375435,378410,381692,383238,387345,390278,392938,395310,398483,401262,404942,405724,408725,411519,413138,416609,419076,421094,423487,425930,427706,429430,432480,434884,436123,437522,440757,442136,443047,444774,445699,448583,449660,451401,452894,453988,455104,457029,456507,458838,459618,460734,461805,462464,463288,463234,463451,464749,465160,465955,466378,465960,466772,465990,466446,467768,467122,466616,466199,466241,465799,464406,464131,464027,461720,460418,459069,458194,456843,454424,452341,450093,448138,444662,442186,439951,435726,430889,457282,0,
48748,31311,32315,33250,34627,35595,36506,37769,38786,40378,41690,42945,44174,45332,46949,48935,50473,51699,53288,55028,56363,58524,60094,62399,64259,66263,68307,70419,72667,74688,76786,79433,81812,84422,86580,88758,91524,94288,97078,99518,102245,104899,107548,110537,113172,116272,119096,123137,125365,128626,131703,136058,139373,142197,145910,148797,151968,155575,158986,161834,166238,169758,173547,177043,181023,184502,188586,192288,196488,200451,203950,208592,211163,214699,219428,223321,227093,231252,234292,238432,242933,246977,250899,254953,259301,263257,267841,270866,274751,279252,283161,287336,290908,295397,299015,304103,308019,311370,313131,318331,322641,326371,331132,335104,338023,340800,345393,348800,352596,355941,359763,364115,367256,370449,373807,377513,380158,384959,387703,390296,393678,396718,400034,402834,406040,409135,411908,414518,418139,420701,423921,426276,429585,430775,433320,436169,438231,440826,444125,446252,447792,450890,453495,454403,456539,458314,459736,462368,464646,466163,467123,469471,470681,472293,473680,475584,475180,477620,478518,480064,480900,481779,483689,483719,484297,484385,485365,485527,486050,486353,486881,487115,486674,488007,488154,488589,487934,486795,486019,485637,485946,484819,485414,483973,482139,480669,480203,479074,476345,475467,472150,469718,467237,464944,461441,457400,453140,448342,476547,0,
49546,32055,32931,33917,35300,36508,37760,39045,40124,41188,42505,44146,45855,47031,48459,50097,52157,53721,55381,57091,58472,60656,62323,64447,66784,68518,70770,72858,75495,78068,79861,82089,84733,87368,90099,92585,94918,97731,101442,103876,106364,109273,112248,115954,118191,121424,124496,128768,131378,134665,138152,142039,145376,149391,152785,155926,158811,162599,166773,170404,174001,177624,181970,185845,189496,194178,198012,201596,206562,210337,214619,217941,222043,226350,230040,234791,239093,243526,246839,250829,255308,259583,265407,268644,272506,276847,280551,284354,289531,293854,298322,301726,305397,311074,314603,318513,323381,327230,330446,335817,338476,343465,347861,350656,354659,358324,361926,366192,370430,373736,378888,381901,386253,389273,392393,397093,399621,403235,406530,409774,412972,415877,418748,422470,425613,428451,432321,435311,438764,441937,443157,446064,449927,452148,454289,456878,459627,462327,464572,466943,470580,471655,473656,476508,478495,479806,482613,483315,486070,487565,489663,491144,492509,495009,495265,496563,498314,498967,500638,501246,501918,503092,504179,504278,505912,506558,507395,508143,508564,508930,509574,509612,509848,510441,510166,510563,510022,507718,509406,508608,507616,507196,506237,504582,503577,501872,501131,498846,496911,493895,492212,490580,487759,483749,479614,475398,470593,466967,494911,0,
49925,32542,33775,34807,35982,37361,38588,39895,40956,42642,44084,45208,46739,48501,49819,51443,53439,55291,57053,59027,60234,62380,64650,66625,68714,71257,73511,75061,77555,80441,82918,85987,88298,90364,93652,96516,99038,102223,105392,108404,111255,113808,117542,121178,124680,127440,130858,134475,137631,141002,144650,148244,152531,156204,159745,163224,166861,170836,175083,178928,183134,187044,191422,195593,198827,202912,207300,212245,216639,221002,225894,229413,234168,238490,242024,247025,251696,255559,259290,263903,268461,273486,278272,282766,286303,290904,295890,300531,304898,309458,313393,317090,321626,326846,331300,335094,339131,344133,348315,352899,356873,361421,365601,368998,373339,377010,380861,384724,389735,393275,396910,400903,405175,408610,412505,415916,419144,422610,426413,430170,434420,437436,440035,442571,446573,450350,453313,456810,459556,461907,465181,468373,471410,473283,476827,478957,481594,483954,486965,490685,493164,495110,497547,500229,501043,502833,504250,506704,508453,509963,511731,512642,515082,516152,518482,519346,521696,522501,523170,524585,525965,526932,527997,528416,529647,530485,530811,530843,531827,531768,530945,532001,532597,533545,532459,532317,531609,532671,531703,531348,530014,528762,527367,525934,524510,523394,522419,520127,517018,515650,513559,510168,507546,504238,500487,496689,493343,487647,517133,0,
50894,32994,34154,35551,36949,38288,39502,41153,42640,43675,45063,46540,48485,49591,51342,52728,55012,56795,58975,60721,62593,64637,66724,69061,71149,74074,75906,78653,80644,83374,85994,89312,92375,94399,97681,100983,103332,106117,109611,112442,116155,118977,122513,126209,130646,134058,136882,140719,144511,148283,151658,155912,159651,163489,167946,172159,175571,180032,183562,188211,192747,197089,201568,206026,209448,213307,218105,222917,227999,232115,236553,241111,246779,251156,256126,260321,263989,269047,273554,278854,283492,288243,293227,297120,301787,306886,311278,315797,320882,326128,330572,335899,340660,344440,347683,352000,356891,362329,366688,371546,375310,380882,385521,388506,392510,396530,400536,405744,409572,412757,417004,422222,425153,428904,433729,437879,440932,444699,448056,451579,455102,458743,462624,466218,469755,473308,477739,479302,481963,484939,488513,492369,494871,497333,499773,502649,505276,507892,511287,514781,516431,518643,520536,522539,524037,525695,528990,530525,531762,533915,535151,538103,539504,540319,541401,544132,545535,547805,548678,549322,551008,551436,552373,552362,554390,554534,555189,556241,554962,555188,555682,555970,557273,557761,555750,555834,555029,555816,553877,553427,552497,551433,550684,549028,547680,546254,545166,542897,540253,537865,536142,532594,529990,525467,521000,517824,513755,508214,537169,0,
